playerShort,weight,yellowCards,player,skin_colour,club,birthday,defeats,yellowReds,ties,goals,position,games,leagueCountry,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
elkin-soto,76.0,23,Elkin Soto,0.0,1. FSV Mainz 05,04.08.1980,74,1,57,18,Defensive Midfielder,237,Germany,1,106,179.0,87.40299179279369,0.025353069090990138,0.000467539114781557,0.0003116927431877046,0.0505850833042749,0.042510202594013675,0.000466620683889307,0.00031108045592620465,0.0676926511975034
elustondo_2,79.0,18, Elustondo,0.0,Real Sociedad,18.03.1987,40,2,35,5,Defensive Midfielder,123,Spain,0,48,184.0,84.19427811044578,0.05100829916899289,0.003669579307412421,0.0,0.17246087578059024,0.08491830410016776,0.005836282852624443,0.0,0.2780825692390919
emanuel-herrera,76.03452685421995,4,Emanuel Herrera,0.0,Montpellier HSC,13.04.1987,34,0,25,27,Center Forward,90,France,0,31,186.0,4.0,0.019108651694989206,0.0,0.0,0.019108651694989206,0.02828846410611914,0.0,0.0,0.02828846410611914
emanuel-pogatetz,90.0,79,Emanuel Pogatetz,0.25,VfL Wolfsburg,16.01.1983,163,2,114,13,Center Back,429,Germany,3,152,189.0,239.11183632315817,0.06052651454780095,0.000491338314384559,0.0026685082689913114,0.16032833396017743,0.08120713243626908,0.0004903731324945098,0.0031655244612657854,0.19653652281294992
emiliano-armenteros,78.0,54,Emiliano Armenteros,0.5,CA Osasuna,18.01.1986,102,1,64,46,Left Midfielder,259,Spain,4,93,179.0,212.3205500055061,0.07496187698760545,0.0013599029198057796,0.00770199562762728,0.3610883139299348,0.12049638576187748,0.0021628577630314113,0.012249639876077903,0.5755662119503663
emir-spahic,80.0,84,Emir Spahić,0.25,Sevilla FC,18.08.1980,89,5,66,13,Center Back,267,Spain,3,112,185.0,343.40325348882686,,,,,,,,
emmanuel-adebayor,75.0,43,Emmanuel Adebayor,1.0,Tottenham Hotspur,26.02.1984,100,1,116,170,Center Forward,450,England,5,234,190.0,232.62640274307688,0.035954095866509286,0.00010367809702530118,0.0013374141246401162,0.08125443389586721,0.027566000269211872,0.00011312140980054714,0.0013758783042335054,0.07438303887665619
emmanuel-mayuka,71.0,12,Emmanuel Mayuka,0.875,Southampton FC,21.11.1990,58,0,39,34,,143,England,0,46,176.0,12.0,,,,,,,,
emmerson-boyce,78.0,33,Emmerson Boyce,1.0,Wigan Athletic,24.09.1979,150,1,88,14,Center Back,358,England,0,120,183.0,66.0971390552229,0.025298798785806556,0.000262401352390943,0.0,0.03398353283416813,0.027603089437612045,0.00028630165645102335,0.0,0.037078855172912206
emre-beloezoglu,68.0,100,Emre Belözoğlu,0.25,Atlético Madrid,07.09.1980,121,5,103,43,Center Midfielder,465,Spain,4,241,170.0,390.7091062263977,0.0746777983703454,0.004967865757424883,0.003336675029847657,0.3435573992690573,0.09274431043847375,0.011567089165186301,0.004286346638302875,0.6097696056436984
emre-can,82.0,34,Emre Can,0.5,Bayern München,12.01.1994,34,1,23,11,Center Midfielder,117,Germany,0,60,184.0,67.0971390552229,0.09432673149906692,0.004155385959554522,0.0,0.23185811843056375,0.11339933506067461,0.0052263730826323605,0.0,0.2863773317310317
enda-stevens,74.0,8,Enda Stevens,0.125,Aston Villa,09.07.1990,28,0,9,0,Left Fullback,49,England,0,12,183.0,8.0,0.05588223740841647,0.0,0.0,0.05588223740841647,0.0942907855372392,0.0,0.0,0.0942907855372392
eren-derdiyok,83.0,27,Eren Derdiyok,0.375,1899 Hoffenheim,12.06.1988,84,1,71,70,Center Forward,288,Germany,0,133,190.0,60.09713905522289,0.03129696300457785,0.000629211518958357,0.0,0.052122064142690605,0.032932121080052036,0.0006279754998136469,0.0,0.053716313520657415
eric-abidal,75.0,34,Éric Abidal,0.75,FC Barcelona,11.09.1979,82,0,107,2,Left Fullback,457,Spain,4,268,186.0,159.2234109502832,0.024895442023264023,0.0,0.0027907259031713957,0.112261496178872,0.033549210059145115,0.0,0.004960548314814706,0.18884340510033928
erik-wille,74.0,14,Erik Wille,0.0,Eintracht Frankfurt,28.03.1993,49,0,13,16,Center Back,104,Germany,2,42,183.0,76.6117054751416,0.03129978605852886,0.0,0.011607867677335206,0.3946939821623928,0.03123830095593932,0.0,0.011585065255182794,0.3939186477898399
erwin-hoffer,72.0,23,Erwin Hoffer,0.125,Eintracht Frankfurt,14.04.1987,93,0,61,89,Center Forward,274,Germany,0,120,177.0,23.0,0.021973220459666216,0.0,0.0,0.021973220459666216,0.02840090245278465,0.0,0.0,0.02840090245278465
etienne-didot,65.0,44,Etienne Didot,0.125,Toulouse FC,24.07.1983,120,3,94,14,Defensive Midfielder,347,France,0,133,175.0,143.29141716566866,0.037389618725285935,0.0011919230753940477,0.0,0.07683886249473165,0.03784913987694505,0.0011969697335221486,0.0,0.0774654135922207
eugen-polanski,73.0,65,Eugen Polanski,0.0,1. FSV Mainz 05,17.03.1986,95,1,63,9,Attacking Midfielder,254,Germany,2,96,183.0,160.7088445303645,0.10641179671633988,0.0014764393098364956,0.0011073294823773718,0.1899436075678722,0.13841794318501024,0.0014735390017557063,0.0011051542513167798,0.2217856646734365
evaldo,80.0,28, Evaldo,0.75,Deportivo La Coruña,18.03.1982,61,1,51,6,Left Fullback,210,Spain,0,98,183.0,61.09713905522289,0.05441861180863318,0.004931914589162294,0.0,0.21765087477462008,0.0965362395809823,0.007843964153927251,0.0,0.3561490119276964
ever-banega,71.0,75,Éver Banega,0.125,Valencia CF,29.06.1988,75,4,75,15,Defensive Midfielder,311,Spain,1,161,174.0,238.69440895846236,,,,,,,,
ezequiel-lavezzi,71.0,62,Ezequiel Lavezzi,0.25,Paris Saint-Germain,03.05.1985,104,0,97,97,Center Forward,397,France,4,196,173.0,187.2234109502832,,,,,,,,
ezequiel_3,59.0,11, Ezequiel,0.25,SC Freiburg,12.01.1991,30,0,19,3,Left Midfielder,85,Germany,1,36,169.0,42.3058527375708,0.04260905801521166,0.0,0.0037744244304813474,0.1607706334049502,0.0677675814659021,0.0,0.006003033791270856,0.2556976733140889
fabian-giefer,93.0,9,Fabian Giefer,0.0,Fortuna Düsseldorf,17.05.1990,55,0,33,0,Goalkeeper,136,Germany,2,48,196.0,71.6117054751416,0.023134528049931855,0.0,0.004155903242502729,0.15323862295131524,0.023089082728744968,0.0,0.004147739412349395,0.15293760196557354
fabian-johnson,64.0,8,Fabian Johnson,0.25,1899 Hoffenheim,11.12.1987,106,0,75,12,Left Fullback,276,Germany,0,95,178.0,8.0,0.008909209536483165,0.0,0.0,0.008909209536483165,0.009506980352273311,0.0,0.0,0.009506980352273311
fabian-orellana,70.0,37,Fabián Orellana,0.5,Granada CF,27.01.1986,91,3,57,46,Right Winger,251,Spain,5,103,169.0,292.8206808535226,0.04762888439550476,0.001992222601735964,0.007364552237617623,0.3441193407031228,0.08449844318954391,0.003405175702539952,0.013363310625065,0.6155498514386751
fabien-audard,89.0,11,Fabien Audard,0.125,FC Lorient,28.03.1978,85,0,79,0,Goalkeeper,240,France,5,76,188.0,167.52926368785398,0.013477161414291849,0.0,0.007171797768093365,0.23799640620586165,0.013534224346958607,0.0,0.007202163495753665,0.2390040941369309
fabien-camus,68.0,28,Fabien Camus,0.25,ESTAC Troyes,28.02.1985,98,3,65,36,Left Midfielder,267,France,1,104,176.0,158.59726990323946,0.030184059088358632,0.006543179841843409,0.0004267291201202224,0.26010371117049813,0.04020157212834915,0.010260443180554833,0.0006691593378622717,0.4007414905324725
fabio-borini,73.0,17,Fabio Borini,0.125,Liverpool FC,23.03.1991,41,1,25,32,Center Forward,119,England,0,53,180.0,50.09713905522289,0.05835332477401371,0.004900910099621016,0.0,0.2205594278383167,0.07539891669227916,0.007678952991452984,0.0,0.32955029164891836
fabio-coentrao,70.0,51, Fábio Coentrão,0.375,Real Madrid,11.03.1988,55,5,38,16,Left Fullback,242,Spain,1,149,179.0,247.79154801368526,0.07759401529783477,0.00694905755804894,0.0009436061076203368,0.3371283334467629,0.11929826651060729,0.013273244998154016,0.001500758447817714,0.605587224890599
fabio_13,65.0,14, Fábio,0.0,Queens Park Rangers,09.07.1990,29,0,18,4,Left Fullback,94,England,2,47,172.0,76.6117054751416,0.05085161187720483,0.0,0.003973252910189887,0.17523768237273404,0.06091099228583838,0.0,0.0043351487304509675,0.1966265200368034
fabrice-abriel,69.0,16,Fabrice Abriel,0.5,OGC Nice,06.07.1979,75,0,79,13,Right Midfielder,259,France,0,105,176.0,16.0,0.013445310685043739,0.0,0.0,0.013445310685043739,0.013502238760231043,0.0,0.0,0.013502238760231043
fabrice-begeorgi,74.0,15,Fabrice Begeorgi,0.0,AC Ajaccio,20.04.1987,28,1,32,4,Right Fullback,91,France,1,31,177.0,79.40299179279369,0.059558083995698625,0.006233854863754092,0.0020659499743478824,0.33055717093156833,0.059636374908737175,0.006221609118524093,0.0020746973033035246,0.3305040053040272
fabrice-ehret,73.0,35,Fabrice Ehret,0.125,Évian Thonon Gaillard,28.09.1979,121,2,82,14,Left Midfielder,305,France,4,102,184.0,226.41768906072897,0.04399797207358498,0.0012271742847626424,0.0038324315488836008,0.20459146771753822,0.04661706653363395,0.0012323701981622936,0.003846339832841546,0.20781794273531404
fabricio-coloccini,76.0,75,Fabricio Coloccini,0.25,Newcastle United,22.01.1982,161,4,110,18,Center Back,463,England,3,192,183.0,301.30611443360397,0.0674878711061015,0.001612105781205115,0.0009203624928338099,0.14965669298421472,0.09906965581381343,0.002563973834400824,0.0011670778516315583,0.2204662217013886
fagner,67.0,27, Fágner,0.25,VfL Wolfsburg,11.06.1989,41,0,46,8,Right Fullback,151,Germany,1,64,168.0,58.3058527375708,0.06274649861596389,0.0,0.005171643089853057,0.2246491955981794,0.10037140062246022,0.0,0.008403361344537813,0.363445793375156
fahid-ben-khalfallah,68.0,23,Fahid Ben Khalfallah,0.5,Girondins Bordeaux,09.10.1982,64,0,57,13,Right Midfielder,184,France,0,63,174.0,23.0,,,,,,,,
fallou-diagne,75.0,25,Fallou Diagné,1.0,SC Freiburg,14.08.1989,40,0,35,6,Center Back,124,Germany,4,49,185.0,150.2234109502832,0.0646996836029675,0.0,0.011766354099370895,0.43305543229598525,0.07292356157074058,0.0,0.026047376690123466,0.88835890043178
federico-fazio,90.0,40,Federico Fazio,0.375,Sevilla FC,17.03.1987,56,2,46,15,Center Back,206,Spain,2,104,195.0,168.80598358558737,0.07836125083032167,0.0016554678341244066,0.0015175121812807057,0.18065951281242942,0.13953076134972336,0.0026329390167028534,0.002413527431977616,0.3022310444730382
federico-macheda,72.0,11,Federico Macheda,0.0,Manchester United,22.08.1991,52,0,21,19,Center Forward,112,England,0,39,185.0,11.0,0.036596539675621244,0.0,0.0,0.036596539675621244,0.04659808568121196,0.0,0.0,0.04659808568121196
felipe-santana,80.0,19, Felipe Santana,0.75,Borussia Dortmund,17.03.1986,43,1,41,14,Center Back,176,Germany,0,92,194.0,52.09713905522289,0.06327044391666285,0.0004950414156510603,0.0,0.07965489848856036,0.10220616419193601,0.0004940689594122074,0.0,0.1185584332444711
felipe_19,85.0,31, Felipe,0.5,Hannover 96,15.05.1987,37,0,33,6,Center Back,116,Germany,2,46,193.0,93.6117054751416,0.09671843298296008,0.0,0.003821568885430427,0.2163559057367276,0.14876920687310216,0.0,0.006399753026133211,0.34911893266605154
felix-klaus,79.0,20,Felix Klaus,0.0,SpVgg Greuther Fürth,13.09.1992,51,0,32,29,Right Midfielder,147,Germany,0,64,179.0,20.0,0.03915306129784981,0.0,0.0,0.03915306129784981,0.039076149270844546,0.0,0.0,0.039076149270844546
felix-kroos,70.0,38,Felix Kroos,0.0,Werder Bremen,12.03.1991,64,1,50,19,Attacking Midfielder,157,Germany,1,43,184.0,102.4029917927937,0.07717326829485696,0.0009248026446228599,0.0036992105784914397,0.22358853163809475,0.08135509974670233,0.0009229859681326952,0.0036919438725307807,0.22748274586883507
ferhan-hasani,67.0,5,Ferhan Hasani,0.125,VfL Wolfsburg,18.06.1990,18,0,12,6,,46,Germany,0,16,188.0,5.0,0.03817172475836104,0.0,0.0,0.03817172475836104,0.07098010275974462,0.0,0.0,0.07098010275974462
fernando-gago,74.0,74,Fernando Gago,0.25,Valencia CF,10.04.1986,75,2,53,3,Defensive Midfielder,328,Spain,0,200,178.0,140.1942781104458,0.0784384876470509,0.0015229893844665092,0.0,0.12884507908436726,0.12245617275963068,0.0021972372245396025,0.0,0.1951784387175298
fernando-navarro,69.0,117, Fernando Navarro,0.125,Sevilla FC,25.06.1982,132,4,85,3,Left Fullback,387,Spain,3,170,176.0,343.30611443360397,0.09780575385566316,0.001045648993194375,0.001426709339467567,0.17707809646705977,0.13835169943657133,0.0016630525675019742,0.002269110041250262,0.2644304063160534
fernando-torres,70.0,74, Fernando Torres,0.125,Chelsea FC,20.03.1984,148,5,135,238,Center Forward,596,England,1,313,183.0,270.79154801368526,0.026827952331881958,0.0011729952404382646,0.00014234844606828933,0.07010707840581773,0.037958295826928036,0.0016612235401629054,0.0001553139704930388,0.09780227862585185
filip-daems,79.0,34,Filip Daems,0.0,Bor. Mönchengladbach,31.10.1978,130,0,92,31,Left Fullback,355,Germany,0,133,181.0,34.0,0.02757072352223738,0.0,0.0,0.02757072352223738,0.021841083932467465,0.0,0.0,0.021841083932467465
filip-malbasic,76.03452685421995,8,Filip Malbašić,0.25,1899 Hoffenheim,18.11.1992,17,0,12,6,Left Winger,58,Germany,1,29,182.04424778761063,39.3058527375708,0.036370167706998524,0.0,0.008058204193831114,0.2886391215283508,0.04825325343469098,0.0,0.012004801920768313,0.42407381450997084
florent-balmont,64.0,86,Florent Balmont,0.0,Lille OSC,02.02.1980,107,0,127,14,Defensive Midfielder,410,France,4,176,170.0,211.2234109502832,0.07861230156186383,0.0,0.002846986386727972,0.16773963813063864,0.1240815545027445,0.0,0.002859040660435545,0.21358626038906692
florent-malouda,73.0,64,Florent Malouda,0.625,Chelsea FC,13.06.1980,129,3,137,105,Left Winger,604,England,0,338,181.0,163.29141716566866,0.044298480765777706,0.0010204995275763953,0.0,0.07807409553576293,0.05395085303908643,0.001045291264408968,0.0,0.08854700337043978
florian-hartherz,82.0,10,Florian Hartherz,0.125,Werder Bremen,29.05.1993,21,0,23,3,Left Fullback,97,Germany,0,53,187.0,10.0,0.033978899046096245,0.0,0.0,0.033978899046096245,0.033912151110828515,0.0,0.0,0.033912151110828515
florian-marange,70.0,15,Florian Marange,0.0,Girondins Bordeaux,03.03.1986,46,1,43,2,Left Fullback,146,France,0,57,176.0,48.09713905522289,0.024908645137007804,0.0014679118238787587,0.0,0.07349232689272892,0.027492466643649138,0.0014741270312946097,0.0,0.07628185398346975
florian-raspentino,76.03452685421995,7,Florian Raspentino,0.25,Olympique Marseille,06.09.1989,41,0,19,17,,87,France,0,27,179.0,7.0,0.017163276709967024,0.0,0.0,0.017163276709967024,0.017235946827444667,0.0,0.0,0.017235946827444667
foued-kadir,68.0,13,Foued Kadir,0.25,Valenciennes FC,05.12.1983,61,0,60,24,Attacking Midfielder,179,France,0,58,179.0,13.0,,,,,,,,
fousseni-diawara,71.0,39,Fousseni Diawara,0.875,AC Ajaccio,28.08.1980,84,0,81,13,,253,France,1,88,183.0,70.3058527375708,0.05644741463418414,0.0,0.0008451613531423156,0.08290591149514352,0.06211515470627186,0.0,0.0008487398058968965,0.08868567808219455
fran-rico,71.0,13, Fran Rico,0.0,Granada CF,03.08.1987,25,0,8,4,,51,Spain,0,18,178.0,13.0,0.11147795664412893,0.0,0.0,0.11147795664412893,0.17730012960709626,0.0,0.0,0.17730012960709626
francis-coquelin,73.0,9,Francis Coquelin,0.5,Arsenal FC,13.05.1991,35,2,23,2,Defensive Midfielder,108,England,1,50,178.0,106.50013084801658,0.02634243742872501,0.0062248536285764815,0.004537356718426723,0.37441310481702406,0.03272073352498301,0.006222229816370713,0.004950632809465612,0.39364252068187533
franck-beria,72.0,52,Franck Béria,0.625,Lille OSC,23.05.1983,71,3,92,3,Right Fullback,292,France,0,129,180.0,151.29141716566866,0.06399970099060766,0.001748679085430172,0.0,0.12187597584405004,0.0848201441915826,0.0017560830745819121,0.0,0.14294146990354348
franck-ribery,72.0,46,Franck Ribéry,0.25,Bayern München,07.04.1983,87,3,93,127,Left Midfielder,466,Germany,3,286,170.0,239.20897537838107,0.02379064647467597,0.001537628990676374,0.0036342872218934875,0.18845622756906674,0.031232954261840532,0.0020526470966386007,0.009665699053942258,0.4017626518389815
franck-signorino,69.0,35,Franck Signorino,0.0,Stade Reims,19.09.1981,108,1,75,3,Left Fullback,255,France,0,72,173.0,68.0971390552229,0.05395581222969878,0.0004864591509365654,0.0,0.07005621839293193,0.07110824123802922,0.000488518841766237,0.0,0.08727681727506278
franco-di-santo,78.0,20,Franco Di Santo,0.25,Wigan Athletic,07.04.1989,73,0,52,21,Center Forward,177,England,1,52,194.0,51.3058527375708,0.03248351428743373,0.0,0.006120512048049473,0.22409136314219838,0.03344896836044623,0.0,0.0061084889527327465,0.2246804239637755
franco-vazquez,81.0,8,Franco Vázquez,0.0,Rayo Vallecano,22.02.1989,24,0,18,10,Attacking Midfielder,71,Spain,0,29,187.0,8.0,0.04691657598729548,0.0,0.0,0.04691657598729548,0.07514297422268063,0.0,0.0,0.07514297422268063
franco-zuculini,69.0,25,Franco Zuculini,0.25,Real Zaragoza,05.09.1990,55,2,29,5,Defensive Midfielder,136,Spain,1,52,174.0,122.50013084801658,0.07410322366455152,0.006939635408983089,0.002661875119777309,0.38711757229376553,0.11901369663920368,0.011471503501119395,0.004325259515570934,0.634093580634469
francois-clerc,77.0,30,François Clerc,0.0,AS Saint-Étienne,18.04.1983,58,0,67,9,Right Fullback,247,France,0,122,186.0,30.0,0.026340561831303254,0.0,0.0,0.026340561831303254,0.026452089003827155,0.0,0.0,0.026452089003827155
frank-lampard,77.0,86,Frank Lampard,0.125,Chelsea FC,20.06.1978,194,2,197,265,Center Midfielder,914,England,2,523,183.0,214.8059835855874,0.024656558088748247,0.0005255390549106403,0.00025960718668684363,0.05017762162410951,0.0278833640121684,0.0007462619563673255,0.00028325298973420535,0.06144997613777611
frazier-campbell,82.0,21,Frazier Campbell,0.75,Sunderland AFC,13.09.1987,73,1,47,45,Center Forward,194,England,0,74,172.0,54.09713905522289,0.038839269446675324,0.002771150600567899,0.0,0.13055642621663546,0.04077581877135889,0.0014225072254335238,0.0,0.08785673821859151
frederic-piquionne,77.0,32,Frédéric Piquionne,0.5,West Ham United,08.12.1978,139,3,118,82,Center Forward,389,England,4,132,188.0,256.51482811595184,0.01776303288071566,0.0011545910394486453,0.003156165383173877,0.15478314176632194,0.018550444612488837,0.0012173830179727473,0.00331428720019547,0.16259892666113498
frederic-sammaritano,61.0,16,Frédéric Sammaritano,0.25,AC Ajaccio,23.03.1986,74,0,66,24,,190,France,1,50,162.0,47.3058527375708,0.023307135372941806,0.0,0.0008693088203749531,0.05052158928707147,0.02340581887576242,0.0,0.0008729895146368078,0.05073550006242572
gabi,74.0,112, Gabi,0.0,Atlético Madrid,10.07.1983,112,7,85,25,Defensive Midfielder,383,Spain,0,186,180.0,343.6799733865602,0.09711235081068818,0.0029353775974931373,0.0,0.19426495133450464,0.14324385395650885,0.004668571654418727,0.0,0.2977602191920774
gabriel-agbonlahor,76.0,39,Gabriel Agbonlahor,0.5,Aston Villa,13.10.1986,114,0,97,81,Right Winger,342,England,0,131,178.0,39.0,0.019053605046065476,0.0,0.0,0.019053605046065476,0.01854934711158845,0.0,0.0,0.01854934711158845
gabriel-obertan,79.0,4,Gabriel Obertan,0.25,Newcastle United,26.02.1989,45,0,38,7,Right Winger,168,England,0,85,186.0,4.0,0.009416738069932644,0.0,0.0,0.009416738069932644,0.01584282205247622,0.0,0.0,0.01584282205247622
gabriel-tamas,79.0,59,Gabriel Tamaş,0.0,West Bromwich Albion,09.11.1983,104,4,66,9,Center Back,278,England,3,108,188.0,285.30611443360397,0.07624640563394473,0.005311624858415423,0.002745119837066432,0.3379843095482846,0.1097392769623524,0.007037313173933458,0.004724936053618248,0.4905723619441919
gabriel-torje,64.0,44,Gabriel Torje,0.25,Granada CF,22.11.1989,82,0,68,43,Right Midfielder,265,Spain,0,115,167.0,44.0,0.0519364249180183,0.0,0.0,0.0519364249180183,0.10552669641610889,0.0,0.0,0.10552669641610889
gael-bigirimana,76.03452685421995,7,Gael Bigirimana,0.75,Newcastle United,22.10.1993,27,0,15,1,,54,England,1,12,173.0,38.3058527375708,0.04652000186173435,0.0,0.007259770749482756,0.2737933158535654,0.05700305837681055,0.0,0.007921012495144979,0.3049771090822775
gael-clichy,72.0,49,Gaël Clichy,0.5,Manchester City,26.07.1985,66,1,86,2,Left Fullback,389,England,0,237,176.0,82.0971390552229,0.04715693791858358,0.00019217040219219063,0.0,0.05351722844223663,0.06067474120282968,0.00020967386016560236,0.0,0.06761434610897596
gael-danic,65.0,20,Gaël Danic,0.0,Valenciennes FC,19.11.1981,102,1,78,33,Left Midfielder,267,France,1,87,176.0,84.40299179279369,0.019159719085000564,0.005976498140077803,0.001992166046692601,0.27933116597698376,0.02050214898995559,0.006001802913128054,0.0020006009710426846,0.2817751739739001
