,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour
536,jeremy-mathieu,Jérémy Mathieu,Valencia CF,Spain,29.10.1983,192.0,83.0,Left Fullback,392.0,160.0,116.0,116.0,23.0,64.0,1.0,0.0,0.0
537,jeremy-menez,Jérémy Ménez,Paris Saint-Germain,France,07.05.1987,182.0,73.0,Left Winger,358.0,174.0,85.0,99.0,53.0,66.0,1.0,1.0,0.25
538,jeremy-morel,Jérémy Morel,Olympique Marseille,France,02.04.1984,172.0,71.0,Left Fullback,252.0,89.0,87.0,76.0,9.0,30.0,1.0,1.0,0.25
539,jermaine-pennant,Jermaine Pennant,Wolverhampton Wanderers,England,15.01.1983,173.0,64.0,Right Midfielder,363.0,140.0,81.0,142.0,16.0,34.0,1.0,0.0,0.5
540,jerome-boateng,Jérôme Boateng,Bayern München,Germany,03.09.1988,192.0,90.0,Center Back,359.0,215.0,70.0,74.0,7.0,66.0,2.0,5.0,0.75
542,jimmy-briand,Jimmy Briand,Olympique Lyon,France,02.08.1985,180.0,74.0,Center Forward,333.0,142.0,95.0,96.0,65.0,42.0,0.0,0.0,0.625
543,joaquin, Joaquín,Málaga CF,Spain,21.07.1981,180.0,76.0,Right Midfielder,552.0,245.0,149.0,158.0,74.0,41.0,2.0,3.0,0.5
544,joe-cole,Joe Cole,Liverpool FC,England,08.11.1981,173.0,64.0,Left Winger,588.0,298.0,144.0,146.0,76.0,74.0,0.0,1.0,0.0
545,johan-djourou,Johan Djourou,Arsenal FC,England,18.01.1987,191.0,83.0,Center Back,240.0,127.0,50.0,63.0,2.0,26.0,1.0,0.0,0.75
546,john-arne-riise,John Arne Riise,Fulham FC,England,24.09.1980,185.0,77.0,Left Fullback,722.0,365.0,152.0,205.0,62.0,36.0,0.0,1.0,0.0
547,john-terry,John Terry,Chelsea FC,England,07.12.1980,184.0,75.0,Center Back,696.0,436.0,140.0,120.0,64.0,97.0,2.0,3.0,0.0
548,johnny-heitinga,Johnny Heitinga,Everton FC,England,15.11.1983,180.0,72.0,Center Back,472.0,269.0,99.0,104.0,37.0,87.0,4.0,1.0,0.25
549,jonathan-brison,Jonathan Brison,AS Saint-Étienne,France,07.02.1983,179.0,72.0,Left Fullback,235.0,85.0,65.0,85.0,10.0,40.0,2.0,1.0,0.25
550,jonathan-zebina,Jonathan Zebina,Toulouse FC,France,19.07.1978,190.0,84.0,Right Fullback,375.0,149.0,122.0,104.0,2.0,86.0,5.0,5.0,0.5
551,joseph-akpala,Joseph Akpala,Werder Bremen,Germany,24.08.1986,184.0,81.0,Center Forward,263.0,124.0,60.0,79.0,86.0,17.0,1.0,0.0,1.0
552,julien-feret,Julien Féret,Stade Rennes,France,05.07.1982,186.0,73.0,Right Midfielder,205.0,72.0,52.0,81.0,39.0,12.0,0.0,0.0,0.25
553,julien-quercia,Julien Quercia,FC Lorient,France,17.08.1986,168.0,65.0,Left Winger,129.0,36.0,43.0,50.0,14.0,9.0,0.0,0.0,0.25
554,jussi-jaeaeskelaeinen,Jussi Jääskeläinen,West Ham United,England,17.04.1975,193.0,80.0,Goalkeeper,524.0,171.0,137.0,216.0,0.0,28.0,0.0,4.0,0.0
555,jussie, Jussiê,Girondins Bordeaux,France,19.09.1983,180.0,76.0,Left Winger,303.0,129.0,99.0,75.0,57.0,31.0,0.0,1.0,0.5
556,karim-benzema,Karim Benzema,Real Madrid,Spain,19.12.1987,187.0,79.0,Center Forward,431.0,280.0,81.0,70.0,185.0,10.0,0.0,0.0,0.125
557,kevin-de-bruyne,Kevin De Bruyne,Werder Bremen,Germany,28.06.1991,181.0,76.0,Attacking Midfielder,188.0,86.0,40.0,62.0,33.0,13.0,2.0,0.0,0.0
558,kevin-gameiro,Kevin Gameiro,Paris Saint-Germain,France,09.05.1987,170.0,64.0,Right Winger,284.0,118.0,84.0,82.0,102.0,7.0,0.0,0.0,0.0
559,kevin-grosskreutz,Kevin Großkreutz,Borussia Dortmund,Germany,19.07.1988,186.0,72.0,Left Winger,315.0,177.0,66.0,72.0,54.0,33.0,0.0,1.0,0.0
560,kevin-mirallas,Kevin Mirallas,Everton FC,England,05.10.1987,182.0,75.0,Right Winger,335.0,154.0,89.0,92.0,79.0,36.0,0.0,2.0,0.125
561,kieran-gibbs,Kieran Gibbs,Arsenal FC,England,26.09.1989,178.0,64.0,Left Fullback,168.0,98.0,35.0,35.0,5.0,14.0,0.0,1.0,0.5
562,kieron-dyer,Kieron Dyer,Queens Park Rangers,England,29.12.1978,171.0,65.0,Attacking Midfielder,332.0,141.0,75.0,116.0,38.0,7.0,0.0,2.0,0.25
563,landry-nguemo,Landry N'Guémo,Girondins Bordeaux,France,28.11.1985,173.0,70.0,Attacking Midfielder,267.0,112.0,76.0,79.0,7.0,42.0,2.0,0.0,0.75
564,larsen-toure,Larsen Touré,Stade Brest,France,20.07.1985,183.0,73.0,Left Winger,123.0,38.0,33.0,52.0,13.0,17.0,2.0,0.0,0.875
565,laurent-bonnart,Laurent Bonnart,Lille OSC,France,25.12.1979,170.0,62.0,Left Fullback,273.0,101.0,89.0,83.0,2.0,15.0,1.0,0.0,0.25
566,leo-franco,Leo Franco,Real Zaragoza,Spain,20.05.1977,188.0,79.0,Goalkeeper,446.0,184.0,111.0,151.0,0.0,29.0,0.0,4.0,0.0
567,lisandro-lopez,Lisandro López,Olympique Lyon,France,02.03.1983,175.0,72.0,Center Forward,324.0,172.0,79.0,73.0,152.0,33.0,0.0,1.0,0.125
568,loic-remy,Loïc Rémy,Olympique Marseille,France,02.01.1987,184.0,66.0,Right Winger,259.0,104.0,73.0,82.0,89.0,14.0,0.0,3.0,0.625
569,louis-saha,Louis Saha,Sunderland AFC,England,08.08.1978,184.0,75.0,Center Forward,441.0,201.0,116.0,124.0,122.0,20.0,0.0,1.0,1.0
570,lukas-podolski,Lukas Podolski,Arsenal FC,England,04.06.1985,180.0,80.0,Center Forward,474.0,234.0,98.0,142.0,186.0,56.0,1.0,2.0,0.0
571,luuk-de-jong,Luuk de Jong,Bor. Mönchengladbach,Germany,27.08.1990,188.0,86.0,Center Forward,197.0,92.0,40.0,65.0,64.0,14.0,0.0,0.0,0.0
572,mamadou-sakho,Mamadou Sakho,Paris Saint-Germain,France,13.02.1990,187.0,82.0,Center Back,216.0,104.0,61.0,51.0,11.0,23.0,0.0,4.0,1.0
573,manuel-neuer,Manuel Neuer,Bayern München,Germany,27.03.1986,193.0,92.0,Goalkeeper,424.0,273.0,70.0,81.0,0.0,12.0,0.0,0.0,0.25
574,manuel-pablo, Manuel Pablo,Deportivo La Coruña,Spain,25.01.1976,176.0,80.0,Right Fullback,438.0,196.0,104.0,138.0,2.0,50.0,1.0,1.0,0.375
575,marc-antoine-fortune,Marc-Antoine Fortuné,West Bromwich Albion,England,02.07.1981,182.0,81.0,Center Forward,333.0,132.0,88.0,113.0,56.0,8.0,0.0,1.0,0.875
576,mario-gomez,Mario Gómez,Bayern München,Germany,10.07.1985,189.0,88.0,Center Forward,453.0,254.0,86.0,113.0,251.0,36.0,1.0,0.0,0.25
577,marko-arnautovic,Marko Arnautovi?,Werder Bremen,Germany,19.04.1989,192.0,83.0,Right Winger,213.0,79.0,51.0,83.0,44.0,26.0,2.0,2.0,0.125
578,markus-feulner,Markus Feulner,1. FC Nürnberg,Germany,12.02.1982,181.0,82.0,Attacking Midfielder,300.0,124.0,73.0,103.0,41.0,52.0,0.0,1.0,0.125
579,markus-rosenberg,Markus Rosenberg,West Bromwich Albion,England,27.09.1982,185.0,76.0,Center Forward,337.0,147.0,69.0,121.0,90.0,36.0,1.0,0.0,0.25
580,marti, Martí,RCD Mallorca,Spain,28.04.1975,180.0,76.0,Defensive Midfielder,413.0,179.0,86.0,148.0,11.0,93.0,1.0,1.0,0.25
581,martin-harnik,Martin Harnik,VfB Stuttgart,Germany,10.06.1987,185.0,73.0,Center Forward,325.0,130.0,69.0,126.0,96.0,38.0,3.0,0.0,0.0
582,martin-skrtel,Martin Škrtel,Liverpool FC,England,15.12.1984,191.0,81.0,Center Back,347.0,165.0,84.0,98.0,22.0,69.0,1.0,1.0,0.0
583,martin-stranzl,Martin Stranzl,Bor. Mönchengladbach,Germany,16.06.1980,190.0,83.0,Center Back,435.0,178.0,112.0,145.0,22.0,70.0,4.0,5.0,0.25
584,marvin-martin,Marvin Martin,Lille OSC,France,10.01.1988,171.0,63.0,Attacking Midfielder,213.0,83.0,52.0,78.0,10.0,35.0,0.0,0.0,0.25
585,mathieu-bodmer,Mathieu Bodmer,Paris Saint-Germain,France,22.11.1982,188.0,76.0,Defensive Midfielder,370.0,172.0,108.0,90.0,40.0,43.0,0.0,1.0,0.125
586,mathieu-coutadeur,Mathieu Coutadeur,FC Lorient,France,20.06.1986,174.0,66.0,Defensive Midfielder,196.0,61.0,61.0,74.0,11.0,14.0,1.0,0.0,0.0
588,matthieu-chalme,Matthieu Chalmé,Girondins Bordeaux,France,07.10.1980,179.0,75.0,Right Fullback,326.0,147.0,89.0,90.0,4.0,73.0,3.0,4.0,0.25
589,matthieu-delpierre,Matthieu Delpierre,1899 Hoffenheim,Germany,26.04.1981,193.0,86.0,Center Back,346.0,143.0,86.0,117.0,9.0,58.0,3.0,3.0,0.25
590,matthieu-valbuena,Matthieu Valbuena,Olympique Marseille,France,28.09.1984,167.0,58.0,Right Midfielder,333.0,156.0,83.0,94.0,37.0,35.0,0.0,0.0,0.0
591,maxwell, Maxwell,Paris Saint-Germain,France,27.08.1981,175.0,73.0,Left Fullback,426.0,293.0,82.0,51.0,20.0,26.0,0.0,0.0,0.25
592,mevluet-erdinc,Mevlüt Erdinç,Stade Rennes,France,25.02.1987,179.0,69.0,Center Forward,276.0,100.0,78.0,98.0,79.0,17.0,0.0,1.0,0.0
593,micah-richards,Micah Richards,Manchester City,England,24.06.1988,180.0,83.0,Right Fullback,271.0,137.0,46.0,88.0,12.0,35.0,0.0,0.0,1.0
594,michael-carrick,Michael Carrick,Manchester United,England,28.07.1981,186.0,74.0,Center Midfielder,611.0,338.0,126.0,147.0,29.0,46.0,1.0,0.0,0.0
595,michael-dawson,Michael Dawson,Tottenham Hotspur,England,18.11.1983,188.0,76.0,Center Back,415.0,194.0,108.0,113.0,17.0,68.0,1.0,4.0,0.125
596,michael-owen,Michael Owen,Stoke City,England,14.12.1979,173.0,70.0,Center Forward,531.0,262.0,128.0,141.0,244.0,13.0,1.0,0.0,0.125
597,michal-kadlec,Michal Kadlec,Bayer Leverkusen,Germany,13.12.1984,184.0,76.0,Left Fullback,249.0,114.0,64.0,71.0,27.0,32.0,1.0,1.0,0.0
598,mickaeel-tavares,Mickäel Tavares,Fulham FC,England,25.10.1982,186.0,76.0,Defensive Midfielder,86.0,33.0,19.0,34.0,2.0,8.0,0.0,0.0,0.75
599,mickael-landreau,Mickaël Landreau,Lille OSC,France,14.05.1979,184.0,80.0,Goalkeeper,703.0,299.0,192.0,212.0,0.0,13.0,0.0,1.0,0.125
600,mikel-arteta, Mikel Arteta,Arsenal FC,England,26.03.1982,176.0,69.0,Attacking Midfielder,427.0,216.0,99.0,112.0,64.0,66.0,2.0,3.0,0.0
601,milan-badelj,Milan Badelj,Hamburger SV,Germany,25.02.1989,186.0,76.0,Center Midfielder,247.0,135.0,48.0,64.0,33.0,33.0,0.0,0.0,0.0
602,milan-bisevac,Milan Biševac,Olympique Lyon,France,31.08.1983,185.0,81.0,Center Back,282.0,110.0,86.0,86.0,7.0,49.0,2.0,2.0,0.25
603,modibo-maiga,Modibo Maïga,West Ham United,England,03.09.1987,185.0,76.0,Left Winger,217.0,64.0,51.0,102.0,50.0,25.0,1.0,2.0,0.875
604,morgan-amalfitano,Morgan Amalfitano,Olympique Marseille,France,20.03.1985,176.0,68.0,Right Midfielder,250.0,85.0,79.0,86.0,20.0,50.0,0.0,1.0,0.25
605,mouhamadou-dabo,Mouhamadou Dabo,Olympique Lyon,France,28.11.1986,176.0,65.0,Left Fullback,233.0,102.0,56.0,75.0,2.0,31.0,1.0,3.0,1.0
606,moussa-dembele,Moussa Dembélé,Tottenham Hotspur,England,16.07.1987,177.0,64.0,Center Midfielder,415.0,188.0,94.0,133.0,57.0,34.0,0.0,3.0,0.5
607,movilla, Movilla,Real Zaragoza,Spain,08.02.1975,171.0,70.0,Defensive Midfielder,439.0,165.0,114.0,160.0,13.0,70.0,1.0,2.0,0.25
608,naldo_2, Naldo,VfL Wolfsburg,Germany,10.09.1982,198.0,89.0,Center Back,331.0,167.0,71.0,93.0,46.0,46.0,0.0,2.0,0.625
609,nani, Nani,Manchester United,England,17.11.1986,175.0,66.0,Right Winger,343.0,214.0,64.0,65.0,61.0,27.0,0.0,3.0,0.5
610,nedum-onuoha,Nedum Onuoha,Queens Park Rangers,England,12.11.1986,183.0,78.0,Center Back,229.0,96.0,57.0,76.0,11.0,8.0,0.0,1.0,0.875
611,nene_2, Nenê,Paris Saint-Germain,France,19.07.1981,181.0,70.0,Left Midfielder,335.0,132.0,86.0,117.0,90.0,41.0,1.0,1.0,0.25
612,nicolas-douchez,Nicolas Douchez,Paris Saint-Germain,France,22.04.1980,185.0,77.0,Goalkeeper,228.0,83.0,69.0,76.0,0.0,4.0,0.0,2.0,0.25
613,nicolas-maurice-belay,Nicolas Maurice-Belay,Girondins Bordeaux,France,19.04.1985,182.0,76.0,Left Winger,287.0,101.0,84.0,102.0,11.0,25.0,2.0,0.0,0.75
614,nicolas-penneteau,Nicolas Penneteau,Valenciennes FC,France,20.02.1981,185.0,78.0,Goalkeeper,408.0,116.0,116.0,176.0,0.0,12.0,0.0,4.0,0.125
615,nikica-jelavic,Nikica Jelavi?,Everton FC,England,27.08.1985,186.0,84.0,Center Forward,282.0,144.0,71.0,67.0,109.0,32.0,1.0,0.0,0.0
616,olivier-sorlin,Olivier Sorlin,Évian Thonon Gaillard,France,09.04.1979,183.0,75.0,Left Midfielder,459.0,176.0,123.0,160.0,21.0,64.0,1.0,0.0,0.0
617,oscar-wendt,Oscar Wendt,Bor. Mönchengladbach,Germany,24.10.1985,181.0,82.0,Left Fullback,247.0,135.0,52.0,60.0,11.0,18.0,0.0,0.0,0.0
618,oscar_4, Óscar,Real Valladolid,Spain,12.11.1982,180.0,71.0,Attacking Midfielder,403.0,155.0,113.0,135.0,71.0,39.0,0.0,1.0,0.375
619,palop, Palop,Sevilla FC,Spain,22.10.1973,184.0,83.0,Goalkeeper,387.0,192.0,80.0,115.0,1.0,39.0,0.0,2.0,0.375
620,pantxi-sirieix,Pantxi Sirieix,Toulouse FC,France,07.10.1980,180.0,70.0,Defensive Midfielder,246.0,100.0,74.0,72.0,11.0,32.0,2.0,1.0,0.25
621,pape-diakhate,Pape Diakhaté,Granada CF,Spain,21.06.1984,181.0,75.0,Center Back,252.0,105.0,65.0,82.0,5.0,57.0,6.0,1.0,1.0
622,paulo-ferreira, Paulo Ferreira,Chelsea FC,England,18.01.1979,182.0,76.0,Right Fullback,300.0,195.0,53.0,52.0,2.0,22.0,0.0,0.0,0.5
623,pavel-pogrebnyak,Pavel Pogrebnyak,Reading FC,England,08.11.1983,185.0,76.0,Center Forward,294.0,129.0,68.0,97.0,95.0,44.0,3.0,1.0,0.0
624,pepe_2, Pepe,Real Madrid,Spain,26.02.1983,188.0,81.0,Center Back,347.0,235.0,53.0,59.0,17.0,86.0,4.0,3.0,0.25
625,per-mertesacker,Per Mertesacker,Arsenal FC,England,29.09.1984,198.0,85.0,Center Back,518.0,281.0,112.0,125.0,34.0,25.0,1.0,3.0,0.0
626,petr-cech,Petr ?ech,Chelsea FC,England,20.05.1982,197.0,87.0,Goalkeeper,665.0,385.0,140.0,140.0,0.0,9.0,0.0,1.0,0.25
627,philippe-senderos,Philippe Senderos,Fulham FC,England,14.02.1985,190.0,84.0,Center Back,274.0,133.0,67.0,74.0,12.0,45.0,1.0,2.0,0.0
628,piotr-trochowski,Piotr Trochowski,Sevilla FC,Spain,22.03.1984,168.0,73.0,Attacking Midfielder,422.0,208.0,96.0,118.0,53.0,37.0,1.0,0.0,0.25
629,pique, Piqué,FC Barcelona,Spain,02.02.1987,192.0,85.0,Center Back,381.0,269.0,71.0,41.0,29.0,77.0,4.0,4.0,0.0
630,pirmin-schwegler,Pirmin Schwegler,Eintracht Frankfurt,Germany,09.03.1987,178.0,68.0,Defensive Midfielder,260.0,113.0,57.0,90.0,8.0,50.0,1.0,1.0,0.0
631,puyol, Puyol,FC Barcelona,Spain,13.04.1978,178.0,80.0,Center Back,656.0,422.0,134.0,100.0,20.0,119.0,2.0,1.0,0.0
633,radoslav-zabavnik,Radoslav Zabavník,1. FSV Mainz 05,Germany,16.09.1980,180.0,78.0,Left Fullback,203.0,74.0,56.0,73.0,2.0,46.0,1.0,0.0,0.125
634,rafael-van-der-vaart,Rafael van der Vaart,Hamburger SV,Germany,11.02.1983,176.0,74.0,Attacking Midfielder,572.0,319.0,118.0,135.0,185.0,78.0,1.0,4.0,0.125
635,rafinha, Rafinha,Bayern München,Germany,07.09.1985,172.0,68.0,Right Fullback,461.0,245.0,92.0,124.0,39.0,100.0,2.0,3.0,0.25
636,remi-gomis,Rémi Gomis,Valenciennes FC,France,14.02.1984,180.0,74.0,Defensive Midfielder,186.0,56.0,62.0,68.0,8.0,28.0,1.0,0.0,1.0
637,remy-vercoutre,Rémy Vercoutre,Olympique Lyon,France,26.06.1980,184.0,72.0,Goalkeeper,116.0,58.0,27.0,31.0,0.0,9.0,2.0,0.0,0.0
638,ricardo-carvalho, Ricardo Carvalho,Real Madrid,Spain,18.05.1978,182.0,79.0,Center Back,427.0,281.0,87.0,59.0,19.0,82.0,3.0,1.0,0.25
639,rio-ferdinand,Rio Ferdinand,Manchester United,England,07.11.1978,189.0,82.0,Center Back,726.0,431.0,146.0,149.0,16.0,51.0,1.0,0.0,0.25
640,rio-mavuba,Rio Mavuba,Lille OSC,France,08.03.1984,171.0,64.0,Defensive Midfielder,412.0,192.0,126.0,94.0,7.0,43.0,0.0,1.0,0.75
641,roberto_5, Roberto,Real Zaragoza,Spain,10.02.1986,192.0,76.0,Goalkeeper,326.0,142.0,61.0,123.0,0.0,40.0,0.0,1.0,0.125
642,robin-van-persie,Robin van Persie,Manchester United,England,06.08.1983,183.0,71.0,Right Winger,509.0,305.0,110.0,94.0,236.0,72.0,2.0,3.0,0.25
643,rod-fanni,Rod Fanni,Olympique Marseille,France,06.12.1981,186.0,78.0,Right Fullback,354.0,133.0,107.0,114.0,7.0,41.0,0.0,4.0,0.75
644,romain-pitau,Romain Pitau,Montpellier HSC,France,08.08.1977,178.0,70.0,Defensive Midfielder,351.0,129.0,104.0,118.0,7.0,59.0,1.0,1.0,0.125
645,romaric, Romaric,Real Zaragoza,Spain,04.06.1983,187.0,88.0,Defensive Midfielder,365.0,143.0,87.0,135.0,45.0,64.0,1.0,3.0,0.75
646,romelu-lukaku,Romelu Lukaku,West Bromwich Albion,England,13.05.1993,193.0,95.0,Center Forward,211.0,103.0,45.0,63.0,79.0,12.0,1.0,0.0,0.75
647,ronan-le-crom,Ronan Le Crom,Paris Saint-Germain,France,13.07.1974,186.0,77.0,Goalkeeper,168.0,50.0,43.0,75.0,0.0,2.0,0.0,2.0,0.25
648,roque-santa-cruz,Roque Santa Cruz,Málaga CF,Spain,16.08.1981,191.0,83.0,Center Forward,533.0,250.0,133.0,150.0,134.0,17.0,0.0,0.0,0.5
649,rudy-mater,Rudy Mater,Valenciennes FC,France,13.10.1980,178.0,70.0,Right Fullback,235.0,75.0,66.0,94.0,6.0,55.0,2.0,0.0,0.0
650,sami-khedira,Sami Khedira,Real Madrid,Spain,04.04.1987,189.0,85.0,Center Midfielder,354.0,216.0,68.0,70.0,36.0,50.0,1.0,0.0,0.25
651,samir-nasri,Samir Nasri,Manchester City,England,26.06.1987,177.0,75.0,Attacking Midfielder,444.0,234.0,102.0,108.0,65.0,36.0,0.0,1.0,0.0
652,sebastian-mielitz,Sebastian Mielitz,Werder Bremen,Germany,18.07.1989,188.0,73.0,Goalkeeper,124.0,40.0,28.0,56.0,0.0,3.0,0.0,0.0,0.0
653,sebastian-proedl,Sebastian Prödl,Werder Bremen,Germany,21.06.1987,194.0,85.0,Center Back,247.0,95.0,53.0,99.0,18.0,38.0,1.0,1.0,0.125
654,sebastien-bassong,Sébastien Bassong,Norwich City,England,09.07.1986,187.0,84.0,Center Back,231.0,66.0,67.0,98.0,6.0,17.0,1.0,3.0,1.0
655,sebastien-puygrenier,Sébastien Puygrenier,AS Nancy,France,28.01.1982,186.0,64.0,Center Back,256.0,85.0,82.0,89.0,25.0,57.0,1.0,3.0,0.25
656,serdar-tasci,Serdar Ta?ç?,VfB Stuttgart,Germany,24.04.1987,186.0,75.0,Center Back,292.0,142.0,58.0,92.0,16.0,45.0,0.0,3.0,0.25
657,shaun-maloney,Shaun Maloney,Wigan Athletic,England,24.01.1983,173.0,69.0,Left Midfielder,292.0,159.0,47.0,86.0,57.0,14.0,0.0,0.0,0.125
658,shay-given,Shay Given,Aston Villa,England,20.04.1976,188.0,84.0,Goalkeeper,665.0,272.0,180.0,213.0,0.0,20.0,0.0,1.0,0.0
659,silvio_2, Sílvio,Atlético Madrid,Spain,28.09.1987,178.0,72.0,Right Fullback,141.0,61.0,37.0,43.0,3.0,30.0,1.0,0.0,0.25
660,simao, Simão,Espanyol Barcelona,Spain,31.10.1979,170.0,64.0,Left Midfielder,479.0,225.0,108.0,146.0,94.0,56.0,3.0,1.0,0.25
661,simon-pouplin,Simon Pouplin,FC Sochaux,France,28.05.1985,185.0,78.0,Goalkeeper,203.0,74.0,51.0,78.0,0.0,11.0,0.0,0.0,0.25
662,simon-rolfes,Simon Rolfes,Bayer Leverkusen,Germany,21.01.1982,191.0,83.0,Defensive Midfielder,501.0,241.0,100.0,160.0,67.0,40.0,0.0,1.0,0.0
663,sofiane-feghouli,Sofiane Féghouli,Valencia CF,Spain,26.12.1989,178.0,71.0,Right Midfielder,188.0,71.0,48.0,69.0,25.0,31.0,3.0,0.0,0.5
664,sotirios-kyrgiakos,Sotirios Kyrgiakos,VfL Wolfsburg,Germany,23.07.1979,193.0,88.0,Center Back,284.0,125.0,74.0,85.0,18.0,49.0,3.0,3.0,0.25
665,steed-malbranque,Steed Malbranque,Olympique Lyon,France,06.01.1980,173.0,72.0,Attacking Midfielder,578.0,234.0,148.0,196.0,70.0,48.0,0.0,0.0,0.25
666,stefan-kiessling,Stefan Kießling,Bayer Leverkusen,Germany,25.01.1984,191.0,80.0,Center Forward,412.0,186.0,82.0,144.0,149.0,42.0,0.0,2.0,0.0
667,stefan-reinartz,Stefan Reinartz,Bayer Leverkusen,Germany,01.01.1989,189.0,83.0,Center Back,237.0,121.0,54.0,62.0,12.0,51.0,0.0,0.0,0.0
668,stephen-ireland,Stephen Ireland,Aston Villa,England,22.08.1986,175.0,68.0,Attacking Midfielder,270.0,96.0,62.0,112.0,31.0,19.0,0.0,1.0,0.25
669,stephen-warnock,Stephen Warnock,Bolton Wanderers,England,12.12.1981,183.0,77.0,Left Fullback,400.0,159.0,107.0,134.0,16.0,71.0,1.0,1.0,0.0
670,steven-gerrard,Steven Gerrard,Liverpool FC,England,30.05.1980,188.0,83.0,Center Midfielder,765.0,418.0,176.0,171.0,194.0,76.0,4.0,3.0,0.0
671,steven-whittaker,Steven Whittaker,Norwich City,England,16.06.1984,186.0,87.0,Right Fullback,387.0,191.0,79.0,117.0,28.0,47.0,2.0,1.0,0.125
672,stewart-downing,Stewart Downing,Liverpool FC,England,22.07.1984,182.0,70.0,Left Midfielder,481.0,188.0,121.0,172.0,44.0,12.0,0.0,0.0,0.125
673,stilian-petrov,Stilian Petrov,Aston Villa,England,05.07.1979,180.0,77.0,Center Midfielder,465.0,234.0,112.0,119.0,52.0,74.0,1.0,0.0,0.25
674,sylvain-armand,Sylvain Armand,Paris Saint-Germain,France,01.08.1980,182.0,82.0,Left Fullback,494.0,206.0,133.0,155.0,20.0,64.0,3.0,5.0,0.0
675,sylvain-marchal,Sylvain Marchal,SC Bastia,France,10.02.1980,184.0,80.0,Center Back,286.0,95.0,87.0,104.0,7.0,68.0,1.0,0.0,0.25
676,sylvain-marveaux,Sylvain Marveaux,Newcastle United,England,15.04.1986,172.0,64.0,Left Midfielder,170.0,60.0,48.0,62.0,20.0,10.0,0.0,0.0,0.5
677,szabolcs-huszti,Szabolcs Huszti,Hannover 96,Germany,18.04.1983,173.0,72.0,Right Midfielder,297.0,127.0,67.0,103.0,61.0,50.0,2.0,2.0,0.0
678,tamas-hajnal,Tamás Hajnal,VfB Stuttgart,Germany,15.03.1981,170.0,67.0,Attacking Midfielder,348.0,129.0,89.0,130.0,59.0,40.0,1.0,0.0,0.25
679,theo-walcott,Theo Walcott,Arsenal FC,England,16.03.1989,170.0,68.0,Center Forward,355.0,204.0,75.0,76.0,82.0,13.0,0.0,0.0,0.5
680,thibaut-courtois,Thibaut Courtois,Atlético Madrid,Spain,11.05.1992,199.0,88.0,Goalkeeper,210.0,130.0,47.0,33.0,0.0,6.0,0.0,1.0,0.25
681,thomas-vermaelen,Thomas Vermaelen,Arsenal FC,England,14.11.1985,180.0,73.0,Center Back,347.0,193.0,57.0,97.0,27.0,54.0,1.0,3.0,0.0
682,thorben-marx,Thorben Marx,Bor. Mönchengladbach,Germany,01.06.1981,184.0,83.0,Defensive Midfielder,317.0,136.0,75.0,106.0,17.0,56.0,0.0,0.0,0.25
683,tiago_3, Tiago,Atlético Madrid,Spain,02.05.1981,183.0,71.0,Attacking Midfielder,390.0,230.0,85.0,75.0,36.0,92.0,0.0,2.0,0.0
684,tim-wiese,Tim Wiese,1899 Hoffenheim,Germany,17.12.1981,193.0,100.0,Goalkeeper,387.0,163.0,84.0,140.0,0.0,27.0,1.0,3.0,0.25
685,timmy-simons,Timmy Simons,1. FC Nürnberg,Germany,11.12.1976,186.0,79.0,Defensive Midfielder,595.0,322.0,125.0,148.0,68.0,46.0,0.0,1.0,0.0
686,timo-gebhart,Timo Gebhart,1. FC Nürnberg,Germany,12.04.1989,182.0,83.0,Attacking Midfielder,177.0,82.0,38.0,57.0,21.0,45.0,2.0,0.0,0.25
687,timo-hildebrand,Timo Hildebrand,FC Schalke 04,Germany,05.04.1979,186.0,80.0,Goalkeeper,438.0,200.0,99.0,139.0,0.0,14.0,0.0,0.0,0.0
688,titus-bramble,Titus Bramble,Sunderland AFC,England,21.07.1981,187.0,87.0,Center Back,365.0,146.0,85.0,134.0,15.0,71.0,1.0,1.0,0.875
689,tomas-rosicky,Tomáš Rosický,Arsenal FC,England,04.10.1980,178.0,67.0,Attacking Midfielder,500.0,255.0,110.0,135.0,71.0,62.0,3.0,0.0,0.0
690,toni-kroos,Toni Kroos,Bayern München,Germany,04.01.1990,182.0,78.0,Attacking Midfielder,318.0,206.0,59.0,53.0,45.0,40.0,0.0,0.0,0.0
691,tranquillo-barnetta,Tranquillo Barnetta,FC Schalke 04,Germany,22.05.1985,178.0,68.0,Left Midfielder,380.0,168.0,94.0,118.0,40.0,44.0,2.0,0.0,0.125
692,tulio, Tulio,Lille OSC,France,31.01.1985,191.0,83.0,Center Forward,199.0,91.0,53.0,55.0,49.0,15.0,3.0,0.0,0.25
693,valeron, Valerón,Deportivo La Coruña,Spain,17.06.1975,180.0,72.0,Attacking Midfielder,586.0,264.0,136.0,186.0,50.0,37.0,0.0,0.0,0.125
694,vedad-ibisevic,Vedad Ibiševi?,VfB Stuttgart,Germany,06.08.1984,188.0,80.0,Center Forward,313.0,126.0,65.0,122.0,127.0,47.0,0.0,4.0,0.25
695,vieirinha, Vieirinha,VfL Wolfsburg,Germany,24.01.1986,173.0,73.0,Right Midfielder,222.0,104.0,57.0,61.0,32.0,27.0,2.0,1.0,0.125
